RecordType,vesselFlagCountry,year,workingGroup,stock,speciesCode,catchCategory,domainBiology,distributionType,distributionUnit,distributionClass,ageGroupPlus,attributeType,attributeValue,variableType,variableUnit,valueType,value,variance,PSU,num_PSUs,numTrips,numMeasurements
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,11,,Sex,U,Number,k,Total,404.799,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,11,,Sex,U,WeightLive,kg,Mean,0.011,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,11.5,,Sex,U,Number,k,Total,2517.772,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,11.5,,Sex,U,WeightLive,kg,Mean,0.012,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,12,,Sex,U,Number,k,Total,3382.56,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,12,,Sex,U,WeightLive,kg,Mean,0.013,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,12.5,,Sex,U,Number,k,Total,3824.647,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,12.5,,Sex,U,WeightLive,kg,Mean,0.015,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,13,,Sex,U,Number,k,Total,2724.81,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,13,,Sex,U,WeightLive,kg,Mean,0.017,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,13.5,,Sex,U,Number,k,Total,3830.573,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,13.5,,Sex,U,WeightLive,kg,Mean,0.019,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,14,,Sex,U,Number,k,Total,3390.91,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,14,,Sex,U,WeightLive,kg,Mean,0.021,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,14.5,,Sex,U,Number,k,Total,3829.505,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,14.5,,Sex,U,WeightLive,kg,Mean,0.023,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,15,,Sex,U,Number,k,Total,3375.516,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,15,,Sex,U,WeightLive,kg,Mean,0.026,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,15.5,,Sex,U,Number,k,Total,4059.869,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,15.5,,Sex,U,WeightLive,kg,Mean,0.028,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,16,,Sex,U,Number,k,Total,2206.91,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,16,,Sex,U,WeightLive,kg,Mean,0.031,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,16.5,,Sex,U,Number,k,Total,1384.836,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,16.5,,Sex,U,WeightLive,kg,Mean,0.034,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,17,,Sex,U,Number,k,Total,754.132,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,17,,Sex,U,WeightLive,kg,Mean,0.037,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,17.5,,Sex,U,Number,k,Total,381.393,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,17.5,,Sex,U,WeightLive,kg,Mean,0.04,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,18,,Sex,U,Number,k,Total,171.009,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,18,,Sex,U,WeightLive,kg,Mean,0.043,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,18.5,,Sex,U,Number,k,Total,81.004,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,18.5,,Sex,U,WeightLive,kg,Mean,0.047,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,19,,Sex,U,Number,k,Total,13.479,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,19,,Sex,U,WeightLive,kg,Mean,0.051,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,19.5,,Sex,U,Number,k,Total,1.149,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,19.5,,Sex,U,WeightLive,kg,Mean,0.055,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,20,,Sex,U,Number,k,Total,1.149,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q2_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,20,,Sex,U,WeightLive,kg,Mean,0.059,,FishingTrip,6,6,703
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,11.5,,Sex,U,Number,k,Total,15.832,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,11.5,,Sex,U,WeightLive,kg,Mean,0.018,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,12,,Sex,U,Number,k,Total,31.665,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,12,,Sex,U,WeightLive,kg,Mean,0.02,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,12.5,,Sex,U,Number,k,Total,48.556,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,12.5,,Sex,U,WeightLive,kg,Mean,0.022,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,13,,Sex,U,Number,k,Total,198.457,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,13,,Sex,U,WeightLive,kg,Mean,0.024,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,13.5,,Sex,U,Number,k,Total,257.599,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,13.5,,Sex,U,WeightLive,kg,Mean,0.027,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,14,,Sex,U,Number,k,Total,153.714,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,14,,Sex,U,WeightLive,kg,Mean,0.029,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,14.5,,Sex,U,Number,k,Total,123.343,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,14.5,,Sex,U,WeightLive,kg,Mean,0.032,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,15,,Sex,U,Number,k,Total,198.977,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,15,,Sex,U,WeightLive,kg,Mean,0.035,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,15.5,,Sex,U,Number,k,Total,387.125,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,15.5,,Sex,U,WeightLive,kg,Mean,0.038,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,16,,Sex,U,Number,k,Total,493.518,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,16,,Sex,U,WeightLive,kg,Mean,0.042,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,16.5,,Sex,U,Number,k,Total,610.55,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,16.5,,Sex,U,WeightLive,kg,Mean,0.045,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,17,,Sex,U,Number,k,Total,589.798,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,17,,Sex,U,WeightLive,kg,Mean,0.049,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,17.5,,Sex,U,Number,k,Total,513.434,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,17.5,,Sex,U,WeightLive,kg,Mean,0.053,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,18,,Sex,U,Number,k,Total,425.933,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,18,,Sex,U,WeightLive,kg,Mean,0.057,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,18.5,,Sex,U,Number,k,Total,256.472,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,18.5,,Sex,U,WeightLive,kg,Mean,0.061,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,19,,Sex,U,Number,k,Total,219.102,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,19,,Sex,U,WeightLive,kg,Mean,0.065,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,19.5,,Sex,U,Number,k,Total,208.932,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,19.5,,Sex,U,WeightLive,kg,Mean,0.07,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,20,,Sex,U,Number,k,Total,157.601,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,20,,Sex,U,WeightLive,kg,Mean,0.075,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,20.5,,Sex,U,Number,k,Total,118.933,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,20.5,,Sex,U,WeightLive,kg,Mean,0.08,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,21,,Sex,U,Number,k,Total,30.664,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,21,,Sex,U,WeightLive,kg,Mean,0.085,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,21.5,,Sex,U,Number,k,Total,17.277,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,21.5,,Sex,U,WeightLive,kg,Mean,0.09,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,22,,Sex,U,Number,k,Total,4.882,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.8.c.e_PS_SPF_>0_0_0,LengthTotal,cm,22,,Sex,U,WeightLive,kg,Mean,0.096,,FishingTrip,11,11,1185
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,15.5,,Sex,U,Number,k,Total,172.126,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,15.5,,Sex,U,WeightLive,kg,Mean,0.038,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,16,,Sex,U,Number,k,Total,647.628,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,16,,Sex,U,WeightLive,kg,Mean,0.042,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,16.5,,Sex,U,Number,k,Total,1401.227,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,16.5,,Sex,U,WeightLive,kg,Mean,0.045,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,17,,Sex,U,Number,k,Total,2225.152,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,17,,Sex,U,WeightLive,kg,Mean,0.049,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,17.5,,Sex,U,Number,k,Total,2239.9,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,17.5,,Sex,U,WeightLive,kg,Mean,0.053,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,18,,Sex,U,Number,k,Total,2918.215,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,18,,Sex,U,WeightLive,kg,Mean,0.057,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,18.5,,Sex,U,Number,k,Total,4148.723,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,18.5,,Sex,U,WeightLive,kg,Mean,0.061,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,19,,Sex,U,Number,k,Total,6540.459,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,19,,Sex,U,WeightLive,kg,Mean,0.065,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,19.5,,Sex,U,Number,k,Total,7487.576,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,19.5,,Sex,U,WeightLive,kg,Mean,0.07,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,20,,Sex,U,Number,k,Total,7430.175,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,20,,Sex,U,WeightLive,kg,Mean,0.075,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,20.5,,Sex,U,Number,k,Total,5075.369,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,20.5,,Sex,U,WeightLive,kg,Mean,0.08,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,21,,Sex,U,Number,k,Total,4567.235,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,21,,Sex,U,WeightLive,kg,Mean,0.085,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,21.5,,Sex,U,Number,k,Total,3822.711,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,21.5,,Sex,U,WeightLive,kg,Mean,0.09,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,22,,Sex,U,Number,k,Total,2862.965,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,22,,Sex,U,WeightLive,kg,Mean,0.096,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,22.5,,Sex,U,Number,k,Total,1066.622,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,22.5,,Sex,U,WeightLive,kg,Mean,0.102,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,23,,Sex,U,Number,k,Total,309.474,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,23,,Sex,U,WeightLive,kg,Mean,0.108,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,23.5,,Sex,U,Number,k,Total,71.705,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,23.5,,Sex,U,WeightLive,kg,Mean,0.114,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,24,,Sex,U,Number,k,Total,19.798,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.n_PS_SPF_>0_0_0,LengthTotal,cm,24,,Sex,U,WeightLive,kg,Mean,0.121,,FishingTrip,27,27,5097
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,11,,Sex,U,Number,k,Total,10.445,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,11,,Sex,U,WeightLive,kg,Mean,0.016,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,11.5,,Sex,U,Number,k,Total,1752.578,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,11.5,,Sex,U,WeightLive,kg,Mean,0.018,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,12,,Sex,U,Number,k,Total,4044.714,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,12,,Sex,U,WeightLive,kg,Mean,0.02,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,12.5,,Sex,U,Number,k,Total,6814.056,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,12.5,,Sex,U,WeightLive,kg,Mean,0.022,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,13,,Sex,U,Number,k,Total,5111.547,,FishingTrip,9,9,940
DN,ES,2025,WGHANSA,pil.27.8c9a,126421,Lan,Q3_27.9.a.s_PS_SPF_>0_0_0,LengthTotal,cm,13,,Sex,U,WeightLive,kg,Mean,0.024,,FishingTrip,9,9,940
